StampID;ArtifactID;StampPosition;StampPreservation;StampPreservationComment;StampReliefType;StampContentType;StampShapeType;StampAxisLarge;StampAxisSmall;StampOriginType;StampNameMagist;StampNameFabric;StampLegend;StampLegendComment;StampEmblem;StampDateText;StampDateEarly;StampDateLate;StampGroupFinkelstein;StampGroupGarlan;XImageLink300px;XImageLink1000px;ZImageLink300px;ZImageLink1000px;GImageLink300px;GImageLink1000px;StampComment;StampPublished
250;250;ручка;полная;фото;негативное;эпиграфное;без рамки;14;12;;;;ΑΠ;;нет;вторая половина IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0071X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0071X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0071Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0071Z.png;;;Легенда в виде монограммы буквы «пи» и «альфа» в лигатуре. Менда. вторая половина IV в. до н.э.;
251;251;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;14;;;;"Ἐπί Φ[ιλ]ω- νία[α] sic!";;нет;219-210 гг. до н.э.;-219;-210;II-b;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0075X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0075X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0075Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0075Z.png;;;"Хр. гр. II-b. Finkielsztjn. 2001.  Родос. 219-210 гг. до н.э.";
252;252;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;42;20;фабрикантское;;;"Παγχάρευ- секира→ς";;Внизу. во второй строке эмблема — двойная секира вправо.;145-108 гг. до н.э.;-145;-108;V;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0072X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0072X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0072Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0072Z.png;;;"Хр. гр. V- Finkielsztjn. 2001. Родос. 145-108 гг. до н.э.";
253;253;ручка;полная;фото;позитивное;эпиграфное;округлое;24;24;;;;Δαή[μ]ων;;выпуклая точка;234-220 гг. до н.э.;-234;-220;II-a;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0076X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0076X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0076Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0076Z.png;;;"Клеймо эпонимное.  Хр. гр. II-a. Finkielsztjn. 2001. Книд. 234-220 гг. до н.э.";
254;254;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;32;17;;;;"[ὰστυνόμος] [Ἀριστ]ίων [Κεφα]λίων→";;Справа часть эмблемы сатир вправо. несущий мех на плече.;274-270 гг.;-274;-270;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0084X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0084X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0084Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0084Z.png;;;Синопа. 274-270 гг. до н.э. по Н. Федосееву. 1994.;
255;255;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;31;26;;;;"[ὰστυνόμου] [Πανφ]ίλο] [τοὔ Ἑ]καταίου ← [---]";;Справа эмблема — cидящая влево женская фигура (Ирина) со скипетром в руке с сосудом и рогом изобилия.;около 213 г. до н.э.;-214;-212;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0080X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0080X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0080Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0080Z.png;;;Синопа. около 213 г. до н.э. по Н. Федосееву. 2017.;
256;256;ручка;полная;фото;позитивное;эпиграфное;округлое;26;24;;;;Ἐπ` ἰερέω[ς Παυσα]νία;;В центре эмблема — звезда в круге.;234-220 гг. до н.э.;-234;-220;II-a;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0086X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0086X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0086Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0086Z.png;;;"Хр. гр. II-a по Finkielsztjn. 2001. Родос. 234-220 гг. до н.э. Глина. гончарный круг. клеймо. обжиг.";
257;257;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;19;9;;;;Μος;;нет;конец III – начало I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0073X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0073X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0073Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0073Z.png;;;Кос. конец III – начало I вв. до н.э.;
258;258;ручка;полная;фото;позитивное;эпиграфное;подквадратное;19;18;;;;"Ἀκέ- σιος";;нет;конец IV – III вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0081X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0081X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0081Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0081Z.png;;;Неопределённый центр в Северной Эгеиде. конец IV – III вв. до н.э.;
259;259;горло;полная;фото;негативное;эпиграфное;нет рамки;52;19;;;;"Ἐπί Βάκχο  Ἡρακλείδα↓";;Справа эмблема — гроздь винограда.;конец 50-х гг. IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0068X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0068X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0068Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0068Z.png;;;"Хр. гр. IV-A по В.И. Кацу. 2007. Гераклея. конец 50-х гг. IV в. до н.э.";
260;260;ручка;полная;фото;позитивное;эпиграфное;подквадратное;18;17;;;;"Δα- λι";;нет;III-II вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0074X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0074X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0074Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0074Z.png;;;Неопределенный центр в Средиземноморье. III-II вв. до н.э.;
261;261;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;40;10;;;;"Два отдельные клейма на каждом стволе ручки:  1. Рельефное в прямоугольном поле буква лямбда на боку вправо. вершиной вверх: Λ  2. Рельефное в вытянутом овальном поле:  [Σ]ωπάτ[ρ(ου)]";;нет;конец III – начало I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0069X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0069X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0069Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0069Z.png;;;Кос. конец III – начало I вв. до н.э.;
262;262;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;42;10;;;;Ὀνησ[ι(---)];;нет;конец III – начало I вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0079X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0079X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0079Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0079Z.png;;;Кос. конец III – начало I вв. до н.э.;
263;263;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;40;18;фабрикантское;;;"Ἀντιμάχ- ← ου";;Внизу. во второй строке эмблема слева — кадуцей влево.;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0082X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0082X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0082Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0082Z.png;;;"Хр. гр. III. Finkielsztjn. 2001. Родос. 198-161 гг. до н.э.";
264;264;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;55;19;;;;"Ἱστιαίο Ζω ὰστυνό(μο) Ἀρχεπτο(λέμο)";;Справа эмблема вертикально вверх — орёл клюющий дельфина.;около 362 г. до н.э.;-363;-361;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0083X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0083X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0083Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0083Z.png;;;Синопа. около 362 г. до н.э. по Н. Федосееву. 1994.;
265;265;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;22;13;;;;Ἀ[θη];;нет;280-250 гг. до н.э.;-280;-250;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0085X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0085X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0085Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0085Z.png;;;"Имя в сокращении. Альфа с ломанной поперечной гастой и апексом вверху.  Хр. гр. II-А по Н. Ефремову. 2017.  Книд. 280-250 гг. до н.э.";
266;266;ручка;полная;фото;позитивное;эпиграфное;овальное;36;19;;;;"[Νευμην]ιο [Φιλι]στιου [ὰστ]υνόμο(υ)";;нет;286-273 гг. до н.э.;-286;-273;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0038X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0038X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0038Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0038Z.png;;;"Хр. гр. II-А по Кацу. 2007. Херсонес. 286-273 гг. до н.э.";
267;267;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;48;16;фабрикантское;;;Ἀμύν[τα ] ↑;;Справа видны остатки эмблемы — венок с лентами.;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0098X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0098X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0098Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0098Z.png;;;"Хр. гр. III по Finkielsztjn. 2001. Родос. 198-161 гг. до н.э.";
268;268;ручка;полная;фото;позитивное;эпиграфное;округлое;33;32;;;;Ἐπι` Κλεωνύμου Θεσμοφορίου;;в центре цветок;около 182 г. до н.э.;-183;-181;III-b;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0039X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0039X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0039Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0039Z.png;;;"Хр. гр.- III-b. Finkielsztjn. 2001. Родос. около 182 г. до н.э.";
269;269;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;27;17;фабрикантское;;;"Κρέον- [τ]ος";;нет;234-199 гг. до н.э.;-234;-199;II;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0065X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0065X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0065Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0065Z.png;;;"Хр. гр. II по Finkielsztjn. 2001. Родос. 234-199 гг. до н.э.";
270;270;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;24;14;фабрикантское;;;"[Ἀγ]αθοκλέ(ῦς) [Ἀγ]ριανίου";;нет;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0059X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0059X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0059Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0059Z.png;;;"Клеймо фабрикантское с обозначением месяца. Хр. гр.- III по Finkielsztjn. 2001. Родос. 198-161 гг. до н.э.";
271;271;ручка;полная;фото;позитивное;эпиграфное;округлое;27;27;;;;Ἐπι` Νίκωνος;;в центре цветок;234-220 гг. до н.э.;-234;-220;II-а;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0090X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0090X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0090Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0090Z.png;;;"Хр. гр. II-а по Finkielsztjn. 2001. Родос. 234-220 гг. до н.э.";
272;272;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;35;19;;;;Νικαγίδος;;нет;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0063X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0063X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0063Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0063Z.png;;;"Хр. гр. III по Finkielsztjn. 2001. Родос. 198-161 гг. до н.э.";
273;273;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;13;фабрикантское;;;"[Ὑακ]ινθίου Ἀγαθοκλέῦς";;нет;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0092X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0092X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0092Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0092Z.png;;;"Клеймо фабрикантское с обозначением месяца. Хр. гр. III по Finkielsztjn. 2001. Родос. 198-161 гг. до н.э.";
274;274;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;18;10;;;;"[Ἐπι` Ἀριστ]ω- [νίδ]α";;нет;209-199 гг. до н.э.;-209;-199;II-с;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0046X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0046X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0046Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0046Z.png;;;"Хр. гр. II-с по Finkielsztjn. 2001. Родос. 209-199 гг. до н.э.";
275;275;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;76;16;;;;"Μίκου ὰστυνό(μου) ↑ → [Νουμην]ίος Πο";;Справа две эмблемы — гроздь винограда. цветок(колос);320-310 гг. до н.э.;-320;-310;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0047X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0047X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0047Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0047Z.png;;;Синопа. 320-310 гг. до н.э. по Федосееву. 1999.;
276;276;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;24;20;;;;"Α[---] ὰσ[τυνόμου] [---]";;нет;вторая половина IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0054X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0054X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0054Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0054Z.png;;;"Имя астинома не определяется. много вариантов восстановления. Синопа. вторая половина IV в. до н.э.";
277;277;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;23;21;;;;"[---] [---] [---]σιο↑";;Справа эмблема — колос.;вторая половина IV в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0099X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0099X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0099Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0099Z.png;;;Имя астинома не определяется. Синопа. вторая половина IV в. до н.э.;
278;278;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;58;24;;;;"Ἡρακλείδου ὰσ[τυ]νόμου ← [Ἀ]ριστα[γ]όρα [τοῦ] Πολύκτορος";;Справа эмблема — сидящий лев влево.;325-315 гг. до н.э.;-325;-315;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0096X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0096X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0096Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0096Z.png;;;Синопа. 325-315 гг. до н.э. по Федосееву. 1999.;
279;279;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;12;фабрикантское;;;"Ὀνασ- [ίμου]";;нет;270-246 гг. до н.э.;-270;-246;I-b;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0031X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0031X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0031Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0031Z.png;;;"Хр. гр. I-b по Finkielsztjn. 2001. Родос. 270-246 гг. до н.э.";
280;280;ручка;полная;фото;позитивное;эпиграфное;округлое;31;29;фабрикантское;;;Ἱπποκράτευς vac.;;в центре цветок;189-150 гг. до н.э.;-189;-150;III-IV;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0062X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0062X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0062Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0062Z.png;;;"Дополнительное клеймо SF0371  Два клейма на одной ручке: А. основное и Б. дополнительное  А. Основное. Клеймо фабрикантское. рельефное в округлом поле. легенда по периметру вокруг эмблемы в круге — цветок:  Ἱπποκράτευς vac.  Б. Дополнительное. Гончарное клеймо. рельефное в прямоугольном поле буква: Φ  III-IV хр. гр. по Finkielsztjn. 2001.  Родос. 189-150 гг. до н.э.  Глина. гончарный круг. штамп. обжиг.  диаметр венчика 12.0. ручка 3.6х3.0. клеймо А 3.1х2.9. клеймо Б 1.2х1.2";
281;281;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;28;14;фабрикантское;;;Μενεκράτευς;;нет;234-199 гг. до н.э.;-234;-199;II;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0044X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0044X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0044Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0044Z.png;;;"Хр. гр. II по Finkielsztjn. 2001. Родос. 234-199 гг. до н.э.";
282;282;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;32;15;фабрикантское;;;"Ἀγοράνα- κτος  Ὑακινθίου";;нет;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0088X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0088X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0088Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0088Z.png;;;"Клеймо фабрикантское с указанием месяца.  Хр. гр. III по Finkielsztjn. 2001.  Родос. 198-161 гг. до н.э.";
283;283;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;39;16;;;;"[Ἐπι` Ἀγ]εσ- τρά[το]υ Ἀγριανίου";;нет;около 161 г. до н.э.;-162;-160;III-e;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0097X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0097X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0097Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0097Z.png;;;"Клеймо эпонима Агестрата 2. Хр. гр. III-e по Finkielsztjn. 2001. Родос. около 161 г. до н.э.";
284;284;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;43;14;;;;"Δαλίου Μαρσύα";;нет;198-160 гг. до н.э.;-198;-160;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0095X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0095X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0095Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0095Z.png;;;Родос. 198-160 гг. до н.э.;
285;285;ручка;полная;фото;позитивное;эпиграфное;округлое;30;29;;;;Ἐπι` Ξε[νοφ]ῶντος Πα[νάμου];;в центре цветок;около 164/162 гг. до н.э.;-164;-162;III-e;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0053X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0053X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0053Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0053Z.png;;;"Дополнительное клеймо SF0372 На ручке два клейма: А) основное и Б) дополнительное  Α. Основное на верхней площадке ручки. Рельефное в круглом поле. легенда по периметру вокруг эмблемы в центре — цветок в круге:  Ἐπι` Ξε[νοφ]ῶντος Πα[νάμου]  Клеймо эпонима Ксенофона.  Ок. 164/162 гг. до н.э. Хр. гр.- III-e. Finkielsztjn. 2001  Б. Дополнительное. гончарное клеймо в боковой части у корня ручки. рельефное в прямоугольном поле буква:  Υ  Хр. гр. III-e по Finkielsztjn. 2001.  Родос. около 164/162 гг. до н.э.  ручка 4.0х2.9. клеймо А 3.0х2.9. клеймо Б 1.2х1.2  Сколы. смоление на внутренней стороне.  Раскоп 279А.  сектор 2  198  Глина. гончарный круг. штамп. обжиг.";
286;286;ручка;полная;фото;позитивное;эпиграфное;округлое;15;13;;;;ΠΑΡ;;нет;конец IV- III в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0052X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0052X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0052Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0052Z.png;;;"На ручке клеймо в овальном поле в виде монограммы. Буквы в лигатуре. Конец IV- III в. до н.э.";
287;287;горло;полная;фото;негативное;эпиграфное;подпрямоугольное;44;22;фабрикантское;;;Ἀψόγο;;нет;конец IV – первая четверть III вв. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0104X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0104X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0104Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0104Z.png;;;Гераклея. конец IV – первая четверть III вв. до н.э.;
288;288;ручка;неполная;фото;позитивное;эпиграфное;подпрямоугольное;46;20;;;;не определяется;;В нижнем правом углу часть неясной эмблемы.;Вторая половина IV – III вв. до н.э.;;;;;SF0288;SF0288;;;;;;
289;289;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;19;14;;;;ΩΦ;;нет;конец IV – III в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0042X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0042X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0042Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0042Z.png;;;Фасос. конец IV – III в. до н.э.;
290;290;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;37;14;фабрикантское;;;"Δαλ[ίου Ἀγ]α- Θοκλε[ῠς]";;нет;198-161 гг. до н.э.;-198;-161;III;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0036X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0036X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0036Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0036Z.png;;;"Клеймо фабрикантское с указанием месяца.  Хр. гр. III по Finkielsztjn. 2001.  Родос. 198-161 гг. до н.э.";
291;291;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;28;14;фабрикантское;;;Πα[υσανί]α;;нет;234-199 гг. до н.э.;-234;-199;II;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0028X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0028X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0028Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0028Z.png;;;"Хр. гр. II по Finkielsztjn. 2001. Родос. 234-199 гг. до н.э.";
292;292;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;41;15;;;;"Ἐπι` Μυ[τί]- [ω]ν[ος] →";;Справа эмблема – лист плюща влево.;209-205 гг. до н.э.;-209;-205;II с;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0027X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0027X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0027Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0027Z.png;;;"Хр. гр. II с. Finkielsztjn. 2001. Родос. 209-205 гг. до н.э.";
293;293;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;55;17;;;;"Μνήσιος ὰστυνόμο(υ)↑ [Δελ]φινίου";;Справа эмблема. голова барана вертикально.;352-340 гг. до н.э.;-352;-340;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0089X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0089X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0089Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0089Z.png;;;Синопа. 352-340 гг. до н.э. Федосеев. 1999.;
294;294;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;44;19;;;;"Ἐπι` [---]α- νιδα Ἀγρια- νίου";;нет;II в. до н.э.;;;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0057X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0057X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0057Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0057Z.png;;;"Имя эпонима не определяется. Родос. II в. до н.э.";
295;295;ручка;полная;фото;позитивное;эпиграфное;подпрямоугольное;23;10;;;;"[Φ]ίν[τιος] [ὰστυνό(μο(υ)] [---]";;нет;340-330 гг. до н.э.;-340;-330;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0094X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0094X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0094Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0094Z.png;;;"Восстановление имени астинома предположительно.  340-330 гг. до н.э. по Федосееву. 1999.";
296;296;ручка;неполная;фото;позитивное;эпиграфное;подквадратное;35;29;;;;"[Θασ]ίων  ↑ лук Αἰσχρίων";;между строк эмблема лук;292-274 гг. до н.э.;-292;-274;;;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0041X.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0041X.png;https://rssdabase.su/RSSDA/imagery/sf/300px/SF0041Z.png;https://rssdabase.su/RSSDA/imagery/sf/1000px/SF0041Z.png;;;Фасос. 292-274 гг. до н.э. Хр. гр. VI. Tzochev. 2016;
